station_id,timestamp,pm25,pm10,wind_speed,temperature
S01,2026-01-02 16:00:00,33.19,58.07,0.0,1.49
S01,2026-01-02 17:00:00,28.96,40.21,0.0,1.24
S01,2026-01-02 18:00:00,31.89,52.47,0.0,-0.25
S01,2026-01-02 19:00:00,14.45,20.3,0.0,-1.39
S01,2026-01-02 20:00:00,17.57,32.35,0.0,-2.23
S01,2026-01-02 21:00:00,19.39,28.38,0.0,-2.44
S01,2026-01-02 22:00:00,21.11,35.72,0.0,-2.02
S01,2026-01-02 23:00:00,19.14,27.42,0.0,-3.14
S01,2026-01-03 00:00:00,0.5,3.12,0.0,-3.87
S01,2026-01-03 01:00:00,3.26,5.46,1.9,-3.15
S01,2026-01-03 02:00:00,3.08,5.48,2.13,-3.0
S01,2026-01-03 03:00:00,5.4,9.4,2.75,-2.58
S01,2026-01-03 04:00:00,0.5,0.5,3.85,-1.58
S01,2026-01-03 05:00:00,2.59,4.17,4.58,-0.91
S01,2026-01-03 06:00:00,6.25,8.28,3.94,2.1
S01,2026-01-03 07:00:00,26.14,37.55,3.56,-0.25
S01,2026-01-03 08:00:00,28.04,46.79,3.74,2.27
S01,2026-01-03 09:00:00,29.96,44.49,1.75,2.25
S01,2026-01-03 10:00:00,11.4,18.56,1.95,1.84
S01,2026-01-03 11:00:00,3.78,3.91,0.34,2.54
S01,2026-01-03 12:00:00,9.93,17.47,0.1,4.2
S01,2026-01-03 13:00:00,8.16,15.58,0.0,2.66
S01,2026-01-03 14:00:00,8.16,13.04,0.0,4.67
S01,2026-01-03 15:00:00,7.06,10.5,0.0,-0.23
S01,2026-01-03 16:00:00,19.32,32.31,0.0,1.97
S01,2026-01-03 17:00:00,23.27,40.93,0.0,2.3
S01,2026-01-03 18:00:00,23.12,38.01,0.0,-0.09
S01,2026-01-03 19:00:00,10.97,16.05,0.0,-0.48
S01,2026-01-03 20:00:00,6.45,8.81,0.0,-2.41
S01,2026-01-03 21:00:00,9.47,13.28,0.0,-1.32
S01,2026-01-03 22:00:00,5.02,6.26,0.0,-2.26
S01,2026-01-03 23:00:00,9.3,13.64,0.0,-1.45
S01,2026-01-04 00:00:00,5.46,5.98,0.31,-1.35
S01,2026-01-04 01:00:00,7.06,13.66,0.83,-2.93
S01,2026-01-04 02:00:00,3.15,7.52,1.28,-0.66
S01,2026-01-04 03:00:00,5.78,7.56,2.11,-2.78
S01,2026-01-04 04:00:00,2.02,5.81,2.21,-0.54
S01,2026-01-04 05:00:00,9.8,20.86,3.97,-1.1
S01,2026-01-04 06:00:00,8.63,15.69,4.04,0.05
S01,2026-01-04 07:00:00,25.17,41.78,2.01,1.14
S01,2026-01-04 08:00:00,28.09,36.53,3.07,1.09
S01,2026-01-04 09:00:00,26.75,41.15,3.16,1.96
S01,2026-01-04 10:00:00,5.31,7.3,3.15,2.9
S01,2026-01-04 11:00:00,11.7,18.23,1.11,3.52
S01,2026-01-04 12:00:00,10.43,15.6,0.19,3.02
S01,2026-01-04 13:00:00,6.12,6.52,0.0,4.18
S01,2026-01-04 14:00:00,5.93,10.15,0.0,4.07
S01,2026-01-04 15:00:00,9.75,16.18,0.0,1.32
S01,2026-01-04 16:00:00,19.8,30.88,0.0,2.03
S01,2026-01-04 17:00:00,23.46,31.84,0.0,2.11
S01,2026-01-04 18:00:00,23.19,35.59,0.0,-1.3
S01,2026-01-04 19:00:00,5.49,10.11,0.0,0.33
S01,2026-01-04 20:00:00,11.41,17.56,0.0,-1.02
S01,2026-01-04 21:00:00,5.11,12.27,0.0,-2.24
S01,2026-01-04 22:00:00,10.11,16.78,0.0,-3.85
S01,2026-01-04 23:00:00,5.62,10.89,0.0,-2.98
S01,2026-01-05 00:00:00,14.18,23.54,0.0,-3.21
S01,2026-01-05 01:00:00,16.68,26.08,0.69,-4.17
S01,2026-01-05 02:00:00,13.67,24.62,2.47,-2.38
S01,2026-01-05 03:00:00,14.41,23.93,1.3,-0.63
S01,2026-01-05 04:00:00,14.96,22.54,4.11,-4.77
S01,2026-01-05 05:00:00,14.89,24.37,2.06,-2.17
S01,2026-01-05 06:00:00,15.59,26.15,4.08,0.22
S01,2026-01-05 07:00:00,39.96,62.92,3.77,1.36
S01,2026-01-05 08:00:00,38.5,53.11,3.62,-0.89
S01,2026-01-05 09:00:00,39.96,67.45,2.74,2.83
S01,2026-01-05 10:00:00,18.74,24.5,2.42,3.99
S01,2026-01-05 11:00:00,16.81,21.37,0.94,1.73
S01,2026-01-05 12:00:00,16.84,28.99,0.0,3.71
S01,2026-01-05 13:00:00,15.8,23.61,0.0,2.17
S01,2026-01-05 14:00:00,18.3,30.53,0.0,3.17
S01,2026-01-05 15:00:00,15.84,23.75,0.0,2.87
S01,2026-01-05 16:00:00,31.37,48.97,0.0,1.53
S01,2026-01-05 17:00:00,34.69,54.64,0.0,1.3
S01,2026-01-05 18:00:00,32.94,52.43,0.0,1.02
S01,2026-01-05 19:00:00,16.28,28.85,0.0,-0.91
S01,2026-01-05 20:00:00,20.85,31.65,0.0,-0.52
S01,2026-01-05 21:00:00,19.77,27.77,0.0,-1.93
S01,2026-01-05 22:00:00,21.05,36.19,0.0,-1.86
S01,2026-01-05 23:00:00,16.88,26.08,0.0,-1.1
S01,2026-01-06 00:00:00,14.04,23.28,0.33,-3.05
S01,2026-01-06 01:00:00,11.6,19.51,1.68,-3.14
S01,2026-01-06 02:00:00,12.79,19.43,2.19,-1.25
S01,2026-01-06 03:00:00,16.82,31.3,3.36,-1.08
S01,2026-01-06 04:00:00,17.97,26.2,4.37,-0.41
S01,2026-01-06 05:00:00,14.52,22.75,3.28,-0.97
S01,2026-01-06 06:00:00,16.29,24.76,4.61,-0.81
S01,2026-01-06 07:00:00,36.64,59.62,3.31,0.6
S01,2026-01-06 08:00:00,40.53,65.74,2.41,1.99
S01,2026-01-06 09:00:00,38.07,63.13,2.62,3.26
S01,2026-01-06 10:00:00,19.03,32.78,1.71,2.1
S01,2026-01-06 11:00:00,14.43,27.69,1.62,3.1
S01,2026-01-06 12:00:00,15.83,26.16,0.17,2.94
S01,2026-01-06 13:00:00,16.7,27.2,0.0,1.59
S01,2026-01-06 14:00:00,19.08,30.17,0.0,3.13
S01,2026-01-06 15:00:00,20.56,31.18,0.0,1.2
S01,2026-01-06 16:00:00,27.37,41.75,0.0,2.33
S01,2026-01-06 17:00:00,31.77,50.19,0.0,2.0
S01,2026-01-06 18:00:00,30.46,55.61,0.0,-0.08
S01,2026-01-06 19:00:00,19.03,24.93,0.0,1.1
S01,2026-01-06 20:00:00,20.52,31.86,0.0,-1.46
S01,2026-01-06 21:00:00,17.58,28.22,0.0,-0.45
S01,2026-01-06 22:00:00,18.06,32.53,0.0,-1.9
S01,2026-01-06 23:00:00,20.91,32.75,0.64,-1.11
S01,2026-01-07 00:00:00,17.5,26.83,0.55,-4.26
S01,2026-01-07 01:00:00,15.1,23.83,0.26,-2.06
S01,2026-01-07 02:00:00,10.05,15.82,0.76,-3.33
S01,2026-01-07 03:00:00,15.65,25.94,3.0,-1.18
S01,2026-01-07 04:00:00,16.18,28.73,3.53,-2.6
S01,2026-01-07 05:00:00,17.35,25.17,3.59,-1.13
S01,2026-01-07 06:00:00,17.64,30.36,3.49,0.54
S01,2026-01-07 07:00:00,33.89,56.42,3.46,0.74
S01,2026-01-07 08:00:00,38.96,63.65,2.39,1.44
S01,2026-01-07 09:00:00,36.06,62.35,3.03,3.74
S01,2026-01-07 10:00:00,17.12,24.23,0.17,1.11
S01,2026-01-07 11:00:00,17.15,23.69,1.27,3.72
S01,2026-01-07 12:00:00,19.23,30.74,2.04,2.41
S01,2026-01-07 13:00:00,17.37,24.24,0.0,3.19
S01,2026-01-07 14:00:00,18.6,27.03,0.0,1.09
S01,2026-01-07 15:00:00,17.88,27.2,0.0,2.2
S01,2026-01-07 16:00:00,33.59,50.87,0.0,2.08
S01,2026-01-07 17:00:00,31.61,52.18,0.0,-0.1
S01,2026-01-07 18:00:00,32.87,51.5,0.0,-1.62
S01,2026-01-07 19:00:00,15.59,21.4,0.0,0.99
S01,2026-01-07 20:00:00,15.39,19.57,0.0,-2.93
S01,2026-01-07 21:00:00,15.21,26.5,0.0,-2.97
S01,2026-01-07 22:00:00,17.68,29.12,0.0,-3.66
S01,2026-01-07 23:00:00,18.53,32.12,1.18,-1.52
S02,2026-01-01 00:00:00,18.32,27.97,1.14,-3.56
S02,2026-01-01 01:00:00,16.52,26.4,0.87,-5.53
S02,2026-01-01 02:00:00,15.86,27.35,1.65,-2.38
S02,2026-01-01 03:00:00,15.14,21.97,2.7,-4.1
S02,2026-01-01 04:00:00,14.1,25.51,1.98,-2.31
S02,2026-01-01 05:00:00,15.14,24.87,3.7,-0.49
S02,2026-01-01 06:00:00,16.94,25.58,4.27,-0.04
S02,2026-01-01 07:00:00,36.7,63.85,3.22,0.88
S02,2026-01-01 08:00:00,40.19,59.77,2.09,2.27
S02,2026-01-01 09:00:00,36.5,56.86,3.52,1.46
S02,2026-01-01 10:00:00,16.3,24.18,1.89,3.52
S02,2026-01-01 11:00:00,13.88,20.36,0.36,2.74
S02,2026-01-01 12:00:00,19.44,31.29,0.0,2.35
S02,2026-01-01 13:00:00,15.27,29.44,0.0,2.48
S02,2026-01-01 14:00:00,17.41,24.77,0.0,1.65
S02,2026-01-01 15:00:00,15.38,23.16,0.0,2.58
S02,2026-01-01 16:00:00,33.77,61.94,0.0,0.45
S02,2026-01-01 17:00:00,33.8,52.98,0.0,2.43
S02,2026-01-01 18:00:00,31.09,55.07,0.0,0.42
S02,2026-01-01 19:00:00,20.37,37.45,0.0,0.4
S02,2026-01-01 20:00:00,16.99,26.62,0.0,0.3
S02,2026-01-01 21:00:00,21.25,35.06,0.0,-0.9
S02,2026-01-01 22:00:00,19.31,32.44,0.0,-3.01
S02,2026-01-01 23:00:00,13.33,24.83,0.0,-2.9
S02,2026-01-02 00:00:00,13.61,22.02,0.0,-4.65
S02,2026-01-02 01:00:00,17.1,22.16,0.6,-2.8
S02,2026-01-02 02:00:00,17.4,28.97,1.25,-0.41
S02,2026-01-02 03:00:00,14.93,28.12,1.46,-3.17
S02,2026-01-02 04:00:00,14.33,24.98,2.31,-0.59
S02,2026-01-02 05:00:00,16.1,27.09,3.51,-0.78
S02,2026-01-02 06:00:00,16.48,25.31,2.86,-1.1
S02,2026-01-02 07:00:00,37.6,58.6,3.72,-0.37
S02,2026-01-02 08:00:00,38.99,62.81,2.45,0.78
S02,2026-01-02 09:00:00,37.66,59.18,2.26,1.78
S02,2026-01-02 10:00:00,15.63,24.42,0.0,1.93
S02,2026-01-02 11:00:00,18.74,26.94,0.82,3.08
S02,2026-01-02 12:00:00,20.69,31.45,0.0,3.07
S02,2026-01-02 13:00:00,14.7,22.91,0.75,3.61
S02,2026-01-02 14:00:00,18.49,32.67,0.0,1.99
S02,2026-01-02 15:00:00,17.3,26.0,0.0,1.91
S02,2026-01-02 16:00:00,34.14,48.71,0.0,1.84
S02,2026-01-02 17:00:00,30.59,47.8,0.0,-0.07
S02,2026-01-02 18:00:00,29.18,41.2,0.0,-0.0
S02,2026-01-02 19:00:00,22.39,36.08,0.0,-1.58
S02,2026-01-02 20:00:00,20.74,29.63,0.0,-0.88
S02,2026-01-02 21:00:00,18.27,26.02,0.0,-1.84
S02,2026-01-02 22:00:00,18.73,33.16,0.0,-2.54
S02,2026-01-02 23:00:00,17.35,33.31,0.0,-1.46
S02,2026-01-03 00:00:00,6.7,9.76,0.48,-2.6
S02,2026-01-03 01:00:00,7.27,6.54,0.84,-3.42
S02,2026-01-03 02:00:00,9.0,15.49,2.06,-0.74
S02,2026-01-03 03:00:00,7.52,12.83,2.91,-2.41
S02,2026-01-03 04:00:00,3.4,2.17,3.38,-2.48
S02,2026-01-03 05:00:00,4.39,4.31,3.39,0.03
S02,2026-01-03 06:00:00,8.32,17.65,2.64,-0.91
S02,2026-01-03 07:00:00,29.13,45.96,2.85,0.63
S02,2026-01-03 08:00:00,27.87,46.06,4.21,2.7
S02,2026-01-03 09:00:00,28.47,43.85,2.31,2.46
S02,2026-01-03 10:00:00,6.61,8.54,1.2,3.77
S02,2026-01-03 11:00:00,8.2,11.81,1.49,2.02
S02,2026-01-03 12:00:00,6.52,11.38,0.0,2.9
S02,2026-01-03 13:00:00,8.39,13.3,0.0,2.34
S02,2026-01-03 14:00:00,9.38,17.0,0.0,2.67
S02,2026-01-03 15:00:00,5.83,7.85,0.0,0.31
S02,2026-01-03 16:00:00,22.67,33.19,0.0,1.42
S02,2026-01-03 17:00:00,24.0,35.4,0.0,2.56
S02,2026-01-03 18:00:00,20.46,37.84,0.0,0.21
S02,2026-01-03 19:00:00,5.85,8.04,0.0,-1.58
S02,2026-01-03 20:00:00,8.22,14.26,0.0,-0.17
S02,2026-01-03 21:00:00,5.92,10.03,0.0,-3.02
S02,2026-01-03 22:00:00,8.01,9.8,0.0,-1.84
S02,2026-01-03 23:00:00,9.44,17.51,0.0,-3.1
S02,2026-01-04 00:00:00,5.39,10.09,0.0,-3.18
S02,2026-01-04 01:00:00,6.25,9.59,1.35,-2.4
S02,2026-01-04 02:00:00,2.25,5.44,1.81,-4.1
S02,2026-01-04 03:00:00,3.22,6.25,1.8,-5.11
S02,2026-01-04 04:00:00,1.9,2.73,3.79,-1.94
S02,2026-01-04 05:00:00,4.38,6.03,3.41,-0.63
S02,2026-01-04 06:00:00,2.61,0.5,3.18,-0.0
S02,2026-01-04 07:00:00,30.22,49.82,3.52,0.7
S02,2026-01-04 08:00:00,28.71,46.57,1.93,0.07
S02,2026-01-04 09:00:00,26.69,43.61,2.08,3.45
S02,2026-01-04 10:00:00,9.7,12.1,2.31,1.99
S02,2026-01-04 11:00:00,8.79,10.29,0.19,3.31
S02,2026-01-04 12:00:00,7.86,11.09,0.0,2.11
S02,2026-01-04 13:00:00,11.55,15.63,0.0,2.9
S02,2026-01-04 14:00:00,9.47,15.55,0.0,2.42
S02,2026-01-04 15:00:00,6.7,11.15,0.0,1.12
S02,2026-01-04 16:00:00,22.64,40.7,0.0,2.24
S02,2026-01-04 17:00:00,22.31,33.96,0.0,-0.03
S02,2026-01-04 18:00:00,22.22,34.88,0.0,-1.72
S02,2026-01-04 19:00:00,8.09,13.34,0.0,-0.89
S02,2026-01-04 20:00:00,7.9,14.61,0.0,-1.6
S02,2026-01-04 21:00:00,9.15,13.98,0.0,-0.44
S02,2026-01-04 22:00:00,7.69,13.9,0.0,-3.05
S02,2026-01-04 23:00:00,6.26,11.61,0.31,-2.98
S02,2026-01-05 00:00:00,17.45,32.11,0.41,-2.87
S02,2026-01-05 01:00:00,18.09,29.42,0.87,-1.41
S02,2026-01-05 02:00:00,15.67,24.6,0.73,-4.47
S02,2026-01-05 03:00:00,13.77,23.14,2.42,-2.65
S02,2026-01-05 04:00:00,13.96,19.44,4.07,-2.14
S02,2026-01-05 05:00:00,15.53,23.26,5.68,-1.02
S02,2026-01-05 06:00:00,19.18,32.86,3.75,0.3
S02,2026-01-05 07:00:00,36.12,56.06,4.09,-0.88
S02,2026-01-05 08:00:00,34.78,53.63,3.1,2.72
S02,2026-01-05 09:00:00,37.46,58.96,3.73,4.25
S02,2026-01-05 10:00:00,14.46,21.9,0.19,2.08
S02,2026-01-05 11:00:00,17.43,29.39,0.98,2.4
S02,2026-01-05 12:00:00,23.51,37.72,0.0,4.7
S02,2026-01-05 13:00:00,12.35,18.16,0.0,4.27
S02,2026-01-05 14:00:00,19.16,26.19,0.0,2.71
S02,2026-01-05 15:00:00,19.67,31.22,0.0,2.3
S02,2026-01-05 16:00:00,30.06,44.77,0.0,0.73
S02,2026-01-05 17:00:00,34.05,55.62,0.0,-1.37
S02,2026-01-05 18:00:00,32.85,60.47,0.0,0.71
S02,2026-01-05 19:00:00,19.97,35.86,0.0,-1.01
S02,2026-01-05 20:00:00,18.54,26.51,0.0,-1.54
S02,2026-01-05 21:00:00,20.66,38.97,0.0,0.04
S02,2026-01-05 22:00:00,15.25,26.42,0.0,-0.83
S02,2026-01-05 23:00:00,15.2,24.06,0.0,-2.45
S02,2026-01-06 00:00:00,13.29,18.01,0.0,-3.33
S02,2026-01-06 01:00:00,11.73,19.66,1.84,-2.87
S02,2026-01-06 02:00:00,14.0,21.87,1.76,-1.77
S02,2026-01-06 03:00:00,15.7,22.83,2.57,-4.58
S02,2026-01-06 04:00:00,19.93,29.61,2.73,-2.55
S02,2026-01-06 05:00:00,15.44,24.71,3.9,-0.45
S02,2026-01-06 06:00:00,18.09,29.24,2.92,0.26
S02,2026-01-06 07:00:00,37.37,51.87,4.69,0.87
S02,2026-01-06 08:00:00,39.31,66.32,2.83,-0.01
S02,2026-01-06 09:00:00,37.51,60.17,2.46,2.43
S02,2026-01-06 10:00:00,18.91,34.72,2.98,0.96
S02,2026-01-06 11:00:00,17.76,27.78,0.97,2.79
S02,2026-01-06 12:00:00,16.62,22.62,0.0,2.69
S02,2026-01-06 13:00:00,19.17,34.56,0.0,2.88
S02,2026-01-06 14:00:00,15.9,20.65,0.0,3.06
S02,2026-01-06 15:00:00,20.14,33.05,0.0,1.82
S02,2026-01-06 16:00:00,33.43,50.23,0.0,1.54
S02,2026-01-06 17:00:00,32.42,46.56,0.0,-0.2
S02,2026-01-06 18:00:00,34.48,57.86,0.0,1.51
S02,2026-01-06 19:00:00,16.65,28.97,0.0,0.64
S02,2026-01-06 20:00:00,19.93,32.56,0.0,-1.54
S02,2026-01-06 21:00:00,15.94,22.31,0.0,0.09
S02,2026-01-06 22:00:00,17.13,27.63,0.0,-3.07
S02,2026-01-06 23:00:00,20.38,30.36,0.0,-2.14
S02,2026-01-07 00:00:00,19.57,33.74,0.0,-2.92
S02,2026-01-07 01:00:00,17.13,25.52,1.71,-3.29
S02,2026-01-07 02:00:00,16.11,29.3,2.2,-2.0
S02,2026-01-07 03:00:00,12.49,21.44,3.05,-1.33
S02,2026-01-07 04:00:00,16.49,27.04,3.47,-1.97
S02,2026-01-07 05:00:00,12.77,21.53,5.57,-0.11
S02,2026-01-07 06:00:00,17.64,24.82,3.81,-0.36
S02,2026-01-07 07:00:00,39.14,60.15,3.57,-0.35
S02,2026-01-07 08:00:00,36.99,55.85,3.46,1.06
S02,2026-01-07 09:00:00,37.8,57.46,1.04,3.52
S02,2026-01-07 10:00:00,19.2,33.01,1.81,2.79
S02,2026-01-07 11:00:00,17.31,27.78,0.72,2.65
S02,2026-01-07 12:00:00,20.55,33.3,0.0,2.72
S02,2026-01-07 13:00:00,15.98,29.14,0.0,4.64
S02,2026-01-07 14:00:00,23.99,42.93,0.0,3.86
S02,2026-01-07 15:00:00,19.07,30.92,0.0,2.86
S02,2026-01-07 16:00:00,30.08,50.24,0.0,1.6
S02,2026-01-07 17:00:00,31.84,47.13,0.0,-0.34
S02,2026-01-07 18:00:00,29.31,43.41,0.0,-1.35
S02,2026-01-07 19:00:00,17.57,25.38,0.0,-0.01
S02,2026-01-07 20:00:00,16.03,27.29,0.0,-1.61
S02,2026-01-07 21:00:00,20.74,30.74,0.0,-2.03
S02,2026-01-07 22:00:00,20.7,34.34,0.0,-1.56
S02,2026-01-07 23:00:00,15.47,23.85,0.0,-4.25
S03,2026-01-01 00:00:00,15.54,28.36,0.14,-1.87
S03,2026-01-01 01:00:00,17.59,26.25,1.22,-4.22
S03,2026-01-01 02:00:00,17.72,26.05,0.89,-2.86
S03,2026-01-01 03:00:00,13.2,22.14,4.22,-1.84
S03,2026-01-01 04:00:00,13.66,20.24,3.81,-0.16
S03,2026-01-01 05:00:00,15.25,27.28,2.89,1.0
S03,2026-01-01 06:00:00,17.9,26.66,4.54,0.03
S03,2026-01-01 07:00:00,35.47,58.78,4.42,0.35
S03,2026-01-01 08:00:00,40.82,64.66,2.68,-0.13
S03,2026-01-01 09:00:00,35.49,59.83,2.43,1.88
S03,2026-01-01 10:00:00,17.77,26.59,2.44,1.72
S03,2026-01-01 11:00:00,19.69,34.94,1.06,1.59
S03,2026-01-01 12:00:00,18.23,29.69,0.25,1.98
S03,2026-01-01 13:00:00,16.86,30.81,0.0,3.14
S03,2026-01-01 14:00:00,17.83,25.08,0.0,0.97
S03,2026-01-01 15:00:00,20.49,31.13,0.0,1.53
S03,2026-01-01 16:00:00,33.19,51.28,0.0,1.11
S03,2026-01-01 17:00:00,35.59,63.64,0.0,1.5
S03,2026-01-01 18:00:00,33.19,49.4,0.0,2.08
S03,2026-01-01 19:00:00,21.43,33.53,0.0,-2.32
S03,2026-01-01 20:00:00,17.2,25.45,0.0,-1.38
S03,2026-01-01 21:00:00,21.92,37.21,0.0,-0.05
S03,2026-01-01 22:00:00,15.87,27.17,0.0,-3.68
S03,2026-01-01 23:00:00,17.6,32.6,0.0,-3.23
S03,2026-01-02 00:00:00,15.79,26.89,0.0,-1.85
S03,2026-01-02 01:00:00,17.0,26.82,1.34,-2.95
S03,2026-01-02 02:00:00,17.2,32.69,1.18,-4.88
S03,2026-01-02 03:00:00,14.66,24.9,2.58,-0.97
S03,2026-01-02 04:00:00,14.74,28.9,2.47,-0.89
S03,2026-01-02 05:00:00,15.29,25.34,2.71,-0.22
S03,2026-01-02 06:00:00,19.07,32.39,4.07,-0.68
S03,2026-01-02 07:00:00,38.51,64.62,1.82,0.3
S03,2026-01-02 08:00:00,38.19,64.81,2.35,-0.17
S03,2026-01-02 09:00:00,36.72,64.72,1.74,1.25
S03,2026-01-02 10:00:00,15.81,22.63,0.71,2.19
S03,2026-01-02 11:00:00,19.54,31.77,0.27,3.68
S03,2026-01-02 12:00:00,15.92,24.58,0.46,3.43
S03,2026-01-02 13:00:00,14.88,26.33,0.27,2.2
S03,2026-01-02 14:00:00,21.24,25.94,0.0,2.95
S03,2026-01-02 15:00:00,16.02,27.65,0.0,1.19
S03,2026-01-02 16:00:00,32.97,48.64,0.0,1.26
S03,2026-01-02 17:00:00,33.75,54.58,0.0,0.57
S03,2026-01-02 18:00:00,34.98,64.07,0.0,-0.41
S03,2026-01-02 19:00:00,14.11,28.24,0.0,-1.36
S03,2026-01-02 20:00:00,19.5,36.03,0.0,-1.27
S03,2026-01-02 21:00:00,14.8,23.21,0.0,-1.65
S03,2026-01-02 22:00:00,17.27,25.75,0.0,-0.99
S03,2026-01-02 23:00:00,17.43,26.31,0.0,-3.16
S03,2026-01-03 00:00:00,5.33,10.77,0.41,-4.36
S03,2026-01-03 01:00:00,10.64,17.14,0.14,-4.01
S03,2026-01-03 02:00:00,7.48,11.11,1.23,-3.04
S03,2026-01-03 03:00:00,4.58,9.62,2.03,-2.78
S03,2026-01-03 04:00:00,7.02,10.23,3.0,-1.38
S03,2026-01-03 05:00:00,4.29,4.17,3.24,-2.39
S03,2026-01-03 06:00:00,9.29,13.86,2.29,0.61
S03,2026-01-03 07:00:00,27.91,49.04,2.8,-0.77
S03,2026-01-03 08:00:00,29.05,44.71,2.82,-0.29
S03,2026-01-03 09:00:00,29.5,53.06,2.73,0.5
S03,2026-01-03 10:00:00,8.3,14.75,2.18,2.39
S03,2026-01-03 11:00:00,10.66,16.53,1.95,2.14
S03,2026-01-03 12:00:00,4.68,7.37,0.47,3.83
S03,2026-01-03 13:00:00,8.17,14.22,0.0,2.85
S03,2026-01-03 14:00:00,9.19,13.26,0.0,2.17
S03,2026-01-03 15:00:00,4.24,7.0,0.0,1.95
S03,2026-01-03 16:00:00,21.69,32.15,0.0,1.07
S03,2026-01-03 17:00:00,21.49,37.48,0.0,1.58
S03,2026-01-03 18:00:00,21.36,38.7,0.0,1.13
S03,2026-01-03 19:00:00,6.86,9.76,0.0,-0.26
S03,2026-01-03 20:00:00,5.19,9.87,0.0,-1.9
S03,2026-01-03 21:00:00,8.47,10.31,0.0,-0.7
S03,2026-01-03 22:00:00,8.14,12.66,0.0,-2.3
S03,2026-01-03 23:00:00,9.31,15.93,0.0,-3.88
S03,2026-01-04 00:00:00,4.37,4.83,0.0,-3.77
S03,2026-01-04 01:00:00,9.33,13.75,1.19,-3.95
S03,2026-01-04 02:00:00,8.72,16.23,1.13,-1.48
S03,2026-01-04 03:00:00,6.81,14.23,1.45,-2.18
S03,2026-01-04 04:00:00,8.81,13.27,2.34,-3.09
S03,2026-01-04 05:00:00,4.47,1.8,4.14,-2.32
S03,2026-01-04 06:00:00,7.74,12.07,4.22,0.18
S03,2026-01-04 07:00:00,25.64,40.32,1.89,0.54
S03,2026-01-04 08:00:00,25.54,45.66,3.59,0.49
S03,2026-01-04 09:00:00,25.09,44.2,1.19,0.63
S03,2026-01-04 10:00:00,7.49,8.98,3.21,1.0
S03,2026-01-04 11:00:00,4.67,7.3,1.27,2.38
S03,2026-01-04 12:00:00,5.56,7.4,0.0,2.54
S03,2026-01-04 13:00:00,6.47,11.33,0.0,3.15
S03,2026-01-04 14:00:00,9.23,15.68,0.0,2.98
S03,2026-01-04 15:00:00,4.98,5.64,0.0,3.29
S03,2026-01-04 16:00:00,23.71,41.88,0.0,0.35
S03,2026-01-04 17:00:00,17.84,28.32,0.0,0.89
S03,2026-01-04 18:00:00,21.92,35.47,0.0,0.7
S03,2026-01-04 19:00:00,8.35,15.94,0.0,-0.52
